,code1,code2,code3,code4
7124,F,D,G,
7125,M,O,P,V
7126,Q,R,T,
7127,A,C,D,G
7128,F,D,G,
7129,F,D,G,
7130,G,,,
7131,R,T,,
7132,I,J,X,
7133,H,I,J,X
7134,G,,,
7135,E,F,D,G
7136,E,F,D,G
7137,Q,R,T,
7138,C,D,G,
7139,I,J,X,
7140,F,D,G,
7141,L,O,P,V
7142,Q,R,T,
7143,K,J,X,
7144,I,J,X,
7145,P,V,,
7146,L,O,P,V
7147,V,,,
7148,S,R,T,
7149,K,J,X,
7150,H,I,J,X
7151,V,,,
7152,U,Q,R,T
7153,N,O,P,V
7154,F,D,G,
7155,O,P,V,
7156,I,J,X,
7157,T,,,
7158,I,J,X,
7159,E,F,D,G
7160,B,C,D,G
7161,K,J,X,
7162,N,O,P,V
7163,W,S,R,T
7164,C,D,G,
7165,L,O,P,V
7166,S,R,T,
7167,J,X,,
7168,W,S,R,T
7169,X,,,
7170,H,I,J,X
7171,V,,,
7172,S,R,T,
7173,C,D,G,
7174,B,C,D,G
7175,K,J,X,
7176,L,O,P,V
7177,O,P,V,
7178,B,C,D,G
7179,S,R,T,
7180,X,,,
7181,F,D,G,
7182,Q,R,T,
7183,V,,,
7184,J,X,,
7185,U,Q,R,T
7186,N,O,P,V
7187,H,I,J,X
7188,P,V,,
7189,K,J,X,
7190,B,C,D,G
7191,A,C,D,G
7192,A,C,D,G
7193,B,C,D,G
7194,W,S,R,T
7195,N,O,P,V
7196,N,O,P,V
7197,I,J,X,
7198,S,R,T,
7199,K,J,X,
7200,Q,R,T,
7201,O,P,V,
7202,M,O,P,V
7203,L,O,P,V
7204,V,,,
7205,X,,,
7206,U,Q,R,T
7207,X,,,
7208,T,,,
7209,D,G,,
7210,T,,,
7211,R,T,,
7212,B,C,D,G
7213,E,F,D,G
7214,K,J,X,
7215,F,D,G,
7216,U,Q,R,T
7217,N,O,P,V
7218,Q,R,T,
7219,E,F,D,G
7220,R,T,,
7221,L,O,P,V
7222,G,,,
7223,S,R,T,
7224,K,J,X,
7225,I,J,X,
7226,H,I,J,X
7227,N,O,P,V
7228,K,J,X,
7229,P,V,,
7230,M,O,P,V
7231,V,,,
7232,B,C,D,G
7233,V,,,
7234,X,,,
7235,R,T,,
7236,X,,,
7237,C,D,G,
7238,C,D,G,
7239,N,O,P,V
7240,J,X,,
7241,K,J,X,
7242,O,P,V,
7243,R,T,,
7244,Q,R,T,
7245,P,V,,
7246,S,R,T,
7247,D,G,,
7248,Q,R,T,
7249,U,Q,R,T
7250,D,G,,
7251,W,S,R,T
7252,X,,,
7253,X,,,
7254,C,D,G,
7255,M,O,P,V
7256,D,G,,
7257,M,O,P,V
7258,S,R,T,
7259,A,C,D,G
7260,B,C,D,G
7261,C,D,G,
7262,N,O,P,V
7263,P,V,,
7264,Q,R,T,
7265,S,R,T,
7266,W,S,R,T
7267,O,P,V,
7268,F,D,G,
7269,Q,R,T,
7270,U,Q,R,T
7271,C,D,G,
7272,N,O,P,V
7273,D,G,,
7274,A,C,D,G
7275,Q,R,T,
7276,E,F,D,G
7277,V,,,
7278,F,D,G,
7279,M,O,P,V
7280,A,C,D,G
7281,W,S,R,T
7282,O,P,V,
7283,O,P,V,
7284,U,Q,R,T
7285,U,Q,R,T
7286,K,J,X,
7287,Q,R,T,
7288,O,P,V,
7289,B,C,D,G
7290,H,I,J,X
7291,B,C,D,G
7292,L,O,P,V
7293,E,F,D,G
7294,A,C,D,G
7295,X,,,
7296,O,P,V,
7297,E,F,D,G
7298,M,O,P,V
7299,D,G,,
7300,S,R,T,
7301,H,I,J,X
7302,K,J,X,
7303,A,C,D,G
7304,V,,,
7305,X,,,
7306,U,Q,R,T
7307,I,J,X,
7308,P,V,,
7309,D,G,,
7310,J,X,,
7311,Q,R,T,
7312,P,V,,
7313,O,P,V,
7314,Q,R,T,
7315,G,,,
7316,R,T,,
7317,J,X,,
7318,N,O,P,V
7319,I,J,X,
7320,U,Q,R,T
7321,S,R,T,
7322,E,F,D,G
7323,H,I,J,X
7324,T,,,
7325,I,J,X,
7326,E,F,D,G
7327,N,O,P,V
7328,M,O,P,V
7329,G,,,
7330,T,,,
7331,I,J,X,
7332,V,,,
7333,K,J,X,
7334,R,T,,
7335,P,V,,
7336,A,C,D,G
7337,P,V,,
7338,I,J,X,
7339,C,D,G,
7340,M,O,P,V
7341,R,T,,
7342,A,C,D,G
7343,A,C,D,G
7344,X,,,
7345,D,G,,
7346,X,,,
7347,H,I,J,X
7348,K,J,X,
7349,C,D,G,
7350,S,R,T,
7351,N,O,P,V
7352,V,,,
7353,V,,,
7354,G,,,
7355,U,Q,R,T
7356,N,O,P,V
7357,R,T,,
7358,M,O,P,V
7359,Q,R,T,
7360,A,C,D,G
7361,S,R,T,
7362,A,C,D,G
7363,W,S,R,T
7364,T,,,
7365,H,I,J,X
7366,A,C,D,G
7367,S,R,T,
7368,Q,R,T,
7369,R,T,,
7370,J,X,,
7371,H,I,J,X
7372,E,F,D,G
7373,D,G,,
7374,F,D,G,
7375,L,O,P,V
7376,O,P,V,
7377,L,O,P,V
7378,S,R,T,
7379,I,J,X,
7380,G,,,
7381,C,D,G,
7382,R,T,,
7383,C,D,G,
7384,B,C,D,G
7385,F,D,G,
7386,G,,,
7387,O,P,V,
7388,A,C,D,G
7389,N,O,P,V
7390,T,,,
7391,N,O,P,V
7392,R,T,,
7393,N,O,P,V
7394,W,S,R,T
7395,W,S,R,T
7396,V,,,
7397,Q,R,T,
7398,H,I,J,X
7399,E,F,D,G
7400,K,J,X,
7401,S,R,T,
7402,V,,,
7403,L,O,P,V
7404,M,O,P,V
7405,I,J,X,
7406,R,T,,
7407,E,F,D,G
7408,D,G,,
7409,R,T,,
7410,S,R,T,
7411,D,G,,
7412,K,J,X,
7413,K,J,X,
7414,C,D,G,
7415,P,V,,
7416,R,T,,
7417,H,I,J,X
7418,I,J,X,
7419,J,X,,
7420,S,R,T,
7421,H,I,J,X
7422,X,,,
7423,F,D,G,
7424,H,I,J,X
7425,A,C,D,G
7426,S,R,T,
7427,N,O,P,V
7428,H,I,J,X
7429,O,P,V,
7430,K,J,X,
7431,P,V,,
7432,P,V,,
7433,H,I,J,X
7434,W,S,R,T
7435,L,O,P,V
7436,N,O,P,V
7437,R,T,,
7438,N,O,P,V
7439,R,T,,
7440,J,X,,
7441,B,C,D,G
7442,W,S,R,T
7443,K,J,X,
7444,J,X,,
7445,U,Q,R,T
7446,O,P,V,
7447,G,,,
7448,I,J,X,
7449,T,,,
7450,P,V,,
7451,O,P,V,
7452,V,,,
7453,V,,,
7454,I,J,X,
7455,V,,,
7456,B,C,D,G
7457,C,D,G,
7458,L,O,P,V
7459,C,D,G,
7460,J,X,,
7461,G,,,
7462,O,P,V,
7463,J,X,,
7464,X,,,
7465,O,P,V,
7466,V,,,
7467,G,,,
7468,M,O,P,V
7469,G,,,
7470,M,O,P,V
7471,C,D,G,
7472,I,J,X,
7473,J,X,,
7474,S,R,T,
7475,T,,,
7476,E,F,D,G
7477,F,D,G,
7478,G,,,
7479,V,,,
7480,Q,R,T,
7481,I,J,X,
7482,V,,,
7483,A,C,D,G
7484,X,,,
7485,I,J,X,
7486,L,O,P,V
7487,L,O,P,V
7488,R,T,,
7489,V,,,
7490,T,,,
7491,F,D,G,
7492,E,F,D,G
7493,L,O,P,V
7494,S,R,T,
7495,N,O,P,V
7496,Q,R,T,
7497,M,O,P,V
7498,O,P,V,
7499,Q,R,T,
7500,O,P,V,
7501,J,X,,
7502,G,,,
7503,T,,,
7504,D,G,,
7505,K,J,X,
7506,L,O,P,V
7507,U,Q,R,T
7508,X,,,
7509,R,T,,
7510,B,C,D,G
7511,G,,,
7512,U,Q,R,T
7513,A,C,D,G
7514,N,O,P,V
7515,P,V,,
7516,G,,,
7517,K,J,X,
7518,T,,,
7519,G,,,
7520,N,O,P,V
7521,P,V,,
7522,S,R,T,
7523,X,,,
7524,K,J,X,
7525,T,,,
7526,O,P,V,
7527,J,X,,
7528,B,C,D,G
7529,J,X,,
7530,O,P,V,
7531,C,D,G,
7532,J,X,,
7533,P,V,,
7534,F,D,G,
7535,D,G,,
7536,S,R,T,
7537,X,,,
7538,A,C,D,G
7539,F,D,G,
7540,F,D,G,
7541,O,P,V,
7542,N,O,P,V
7543,L,O,P,V
7544,L,O,P,V
7545,W,S,R,T
7546,R,T,,
7547,W,S,R,T
7548,T,,,
7549,K,J,X,
7550,F,D,G,
7551,C,D,G,
7552,I,J,X,
7553,U,Q,R,T
7554,E,F,D,G
7555,J,X,,
7556,G,,,
7557,K,J,X,
7558,S,R,T,
7559,V,,,
7560,Q,R,T,
7561,X,,,
7562,R,T,,
7563,T,,,
7564,M,O,P,V
7565,J,X,,
7566,G,,,
7567,I,J,X,
7568,H,I,J,X
7569,J,X,,
7570,G,,,
7571,W,S,R,T
7572,X,,,
7573,N,O,P,V
7574,G,,,
7575,O,P,V,
7576,J,X,,
7577,N,O,P,V
7578,H,I,J,X
7579,H,I,J,X
7580,D,G,,
7581,C,D,G,
7582,D,G,,
7583,U,Q,R,T
7584,D,G,,
7585,I,J,X,
7586,S,R,T,
7587,S,R,T,
7588,M,O,P,V
7589,O,P,V,
7590,H,I,J,X
7591,W,S,R,T
7592,R,T,,
7593,L,O,P,V
7594,O,P,V,
7595,Q,R,T,
7596,W,S,R,T
7597,U,Q,R,T
7598,C,D,G,
7599,T,,,
7600,O,P,V,
7601,H,I,J,X
7602,U,Q,R,T
7603,V,,,
7604,P,V,,
7605,L,O,P,V
7606,V,,,
7607,C,D,G,
7608,F,D,G,
7609,C,D,G,
7610,C,D,G,
7611,C,D,G,
7612,P,V,,
7613,F,D,G,
7614,H,I,J,X
7615,W,S,R,T
7616,C,D,G,
7617,W,S,R,T
7618,O,P,V,
7619,H,I,J,X
7620,K,J,X,
7621,P,V,,
7622,I,J,X,
7623,U,Q,R,T
7624,G,,,
7625,R,T,,
7626,E,F,D,G
7627,K,J,X,
7628,U,Q,R,T
7629,O,P,V,
7630,L,O,P,V
7631,E,F,D,G
7632,S,R,T,
7633,C,D,G,
7634,X,,,
7635,J,X,,
7636,F,D,G,
7637,E,F,D,G
7638,J,X,,
7639,K,J,X,
7640,K,J,X,
7641,Q,R,T,
7642,O,P,V,
7643,O,P,V,
7644,S,R,T,
7645,L,O,P,V
7646,S,R,T,
7647,C,D,G,
7648,L,O,P,V
7649,O,P,V,
7650,B,C,D,G
7651,C,D,G,
7652,E,F,D,G
7653,H,I,J,X
7654,M,O,P,V
7655,S,R,T,
7656,J,X,,
7657,X,,,
7658,M,O,P,V
7659,P,V,,
7660,U,Q,R,T
7661,J,X,,
7662,L,O,P,V
7663,N,O,P,V
7664,R,T,,
7665,U,Q,R,T
7666,S,R,T,
7667,R,T,,
7668,Q,R,T,
7669,P,V,,
7670,I,J,X,
7671,A,C,D,G
7672,P,V,,
7673,P,V,,
7674,T,,,
7675,L,O,P,V
7676,B,C,D,G
7677,V,,,
7678,S,R,T,
7679,N,O,P,V
7680,R,T,,
7681,T,,,
7682,U,Q,R,T
7683,K,J,X,
7684,K,J,X,
7685,K,J,X,
7686,H,I,J,X
7687,C,D,G,
7688,O,P,V,
7689,U,Q,R,T
7690,U,Q,R,T
7691,H,I,J,X
7692,E,F,D,G
7693,I,J,X,
7694,B,C,D,G
7695,C,D,G,
7696,O,P,V,
7697,X,,,
7698,E,F,D,G
7699,B,C,D,G
7700,L,O,P,V
7701,G,,,
7702,Q,R,T,
7703,J,X,,
7704,V,,,
7705,W,S,R,T
7706,B,C,D,G
7707,J,X,,
7708,E,F,D,G
7709,L,O,P,V
7710,E,F,D,G
7711,Q,R,T,
7712,N,O,P,V
7713,L,O,P,V
7714,K,J,X,
7715,M,O,P,V
7716,D,G,,
7717,N,O,P,V
7718,T,,,
7719,C,D,G,
7720,G,,,
7721,E,F,D,G
7722,H,I,J,X
7723,D,G,,
7724,S,R,T,
7725,K,J,X,
7726,R,T,,
7727,J,X,,
7728,Q,R,T,
7729,N,O,P,V
7730,R,T,,
7731,T,,,
7732,A,C,D,G
7733,D,G,,
7734,L,O,P,V
7735,W,S,R,T
7736,I,J,X,
7737,I,J,X,
7738,P,V,,
7739,H,I,J,X
7740,A,C,D,G
7741,X,,,
7742,R,T,,
7743,H,I,J,X
7744,D,G,,
7745,G,,,
7746,U,Q,R,T
7747,L,O,P,V
7748,R,T,,
7749,E,F,D,G
7750,H,I,J,X
7751,P,V,,
7752,G,,,
7753,C,D,G,
7754,D,G,,
7755,H,I,J,X
7756,N,O,P,V
7757,F,D,G,
7758,A,C,D,G
7759,W,S,R,T
7760,T,,,
7761,X,,,
7762,E,F,D,G
7763,U,Q,R,T
7764,X,,,
7765,D,G,,
7766,S,R,T,
7767,A,C,D,G
7768,N,O,P,V
7769,B,C,D,G
7770,O,P,V,
7771,I,J,X,
7772,A,C,D,G
7773,M,O,P,V
7774,W,S,R,T
7775,M,O,P,V
7776,S,R,T,
7777,V,,,
7778,S,R,T,
7779,Q,R,T,
7780,N,O,P,V
7781,J,X,,
7782,P,V,,
7783,L,O,P,V
7784,E,F,D,G
7785,C,D,G,
7786,A,C,D,G
7787,B,C,D,G
7788,P,V,,
7789,H,I,J,X
7790,E,F,D,G
7791,D,G,,
7792,G,,,
7793,G,,,
7794,T,,,
7795,N,O,P,V
7796,M,O,P,V
7797,A,C,D,G
7798,P,V,,
7799,R,T,,
7800,D,G,,
7801,F,D,G,
7802,M,O,P,V
7803,E,F,D,G
7804,J,X,,
7805,D,G,,
7806,A,C,D,G
7807,K,J,X,
7808,Q,R,T,
7809,V,,,
7810,J,X,,
7811,O,P,V,
7812,O,P,V,
7813,J,X,,
7814,A,C,D,G
7815,V,,,
7816,G,,,
7817,G,,,
7818,K,J,X,
7819,E,F,D,G
7820,I,J,X,
7821,W,S,R,T
7822,L,O,P,V
7823,V,,,
7824,F,D,G,
7825,R,T,,
7826,I,J,X,
7827,W,S,R,T
7828,O,P,V,
7829,D,G,,
7830,J,X,,
7831,E,F,D,G
7832,M,O,P,V
7833,Q,R,T,
7834,M,O,P,V
7835,M,O,P,V
7836,W,S,R,T
7837,C,D,G,
7838,V,,,
7839,W,S,R,T
7840,L,O,P,V
7841,D,G,,
7842,F,D,G,
7843,O,P,V,
7844,C,D,G,
7845,A,C,D,G
7846,T,,,
7847,B,C,D,G
7848,B,C,D,G
7849,V,,,
7850,C,D,G,
7851,X,,,
7852,D,G,,
7853,X,,,
7854,E,F,D,G
7855,R,T,,
7856,G,,,
7857,E,F,D,G
7858,O,P,V,
7859,K,J,X,
7860,F,D,G,
7861,J,X,,
7862,P,V,,
7863,N,O,P,V
7864,A,C,D,G
7865,E,F,D,G
7866,J,X,,
7867,I,J,X,
7868,B,C,D,G
7869,O,P,V,
7870,I,J,X,
7871,F,D,G,
7872,J,X,,
7873,N,O,P,V
7874,Q,R,T,
7875,W,S,R,T
7876,V,,,
7877,I,J,X,
7878,Q,R,T,
7879,U,Q,R,T
7880,R,T,,
7881,L,O,P,V
7882,S,R,T,
7883,A,C,D,G
7884,U,Q,R,T
7885,G,,,
7886,H,I,J,X
7887,N,O,P,V
7888,B,C,D,G
7889,I,J,X,
7890,M,O,P,V
7891,N,O,P,V
7892,G,,,
7893,S,R,T,
7894,E,F,D,G
7895,T,,,
7896,O,P,V,
7897,J,X,,
7898,F,D,G,
7899,E,F,D,G
7900,N,O,P,V
7901,A,C,D,G
7902,X,,,
7903,D,G,,
7904,R,T,,
7905,I,J,X,
7906,S,R,T,
7907,P,V,,
7908,E,F,D,G
7909,G,,,
7910,S,R,T,
7911,E,F,D,G
7912,E,F,D,G
7913,T,,,
7914,U,Q,R,T
7915,G,,,
7916,A,C,D,G
7917,T,,,
7918,R,T,,
7919,A,C,D,G
7920,A,C,D,G
7921,Q,R,T,
7922,U,Q,R,T
7923,N,O,P,V
7924,E,F,D,G
7925,P,V,,
7926,P,V,,
7927,D,G,,
7928,M,O,P,V
7929,U,Q,R,T
7930,C,D,G,
7931,R,T,,
7932,Q,R,T,
7933,M,O,P,V
7934,U,Q,R,T
7935,X,,,
7936,O,P,V,
7937,L,O,P,V
7938,O,P,V,
7939,R,T,,
7940,H,I,J,X
7941,V,,,
7942,S,R,T,
7943,F,D,G,
7944,N,O,P,V
7945,K,J,X,
7946,B,C,D,G
7947,I,J,X,
7948,O,P,V,
7949,I,J,X,
7950,F,D,G,
7951,W,S,R,T
7952,L,O,P,V
7953,M,O,P,V
7954,P,V,,
7955,D,G,,
7956,D,G,,
7957,S,R,T,
7958,A,C,D,G
7959,W,S,R,T
7960,J,X,,
7961,P,V,,
7962,N,O,P,V
7963,A,C,D,G
7964,P,V,,
7965,P,V,,
7966,Q,R,T,
7967,X,,,
7968,E,F,D,G
7969,A,C,D,G
7970,U,Q,R,T
7971,M,O,P,V
7972,T,,,
7973,N,O,P,V
7974,Q,R,T,
7975,Q,R,T,
7976,C,D,G,
7977,P,V,,
7978,N,O,P,V
7979,U,Q,R,T
7980,V,,,
7981,L,O,P,V
7982,X,,,
7983,K,J,X,
7984,Q,R,T,
7985,X,,,
7986,B,C,D,G
7987,P,V,,
7988,G,,,
7989,Q,R,T,
7990,E,F,D,G
7991,L,O,P,V
7992,Q,R,T,
7993,M,O,P,V
7994,O,P,V,
7995,N,O,P,V
7996,E,F,D,G
7997,R,T,,
7998,C,D,G,
7999,A,C,D,G
8000,S,R,T,
8001,N,O,P,V
8002,O,P,V,
8003,I,J,X,
8004,T,,,
8005,F,D,G,
8006,U,Q,R,T
8007,R,T,,
8008,S,R,T,
8009,F,D,G,
8010,H,I,J,X
8011,F,D,G,
8012,W,S,R,T
8013,K,J,X,
8014,H,I,J,X
8015,N,O,P,V
8016,X,,,
8017,T,,,
8018,M,O,P,V
8019,D,G,,
8020,L,O,P,V
8021,R,T,,
8022,S,R,T,
8023,R,T,,
8024,I,J,X,
8025,S,R,T,
8026,D,G,,
8027,E,F,D,G
8028,M,O,P,V
8029,U,Q,R,T
8030,B,C,D,G
8031,F,D,G,
8032,U,Q,R,T
8033,M,O,P,V
8034,U,Q,R,T
8035,I,J,X,
8036,E,F,D,G
8037,R,T,,
8038,G,,,
8039,Q,R,T,
8040,P,V,,
8041,S,R,T,
8042,Q,R,T,
8043,C,D,G,
8044,A,C,D,G
8045,I,J,X,
8046,K,J,X,
8047,U,Q,R,T
8048,T,,,
8049,R,T,,
8050,M,O,P,V
8051,S,R,T,
8052,X,,,
8053,M,O,P,V
8054,P,V,,
8055,H,I,J,X
8056,N,O,P,V
8057,N,O,P,V
8058,F,D,G,
8059,B,C,D,G
8060,K,J,X,
8061,H,I,J,X
8062,R,T,,
8063,P,V,,
8064,P,V,,
8065,T,,,
8066,G,,,
8067,W,S,R,T
8068,K,J,X,
8069,G,,,
8070,J,X,,
8071,V,,,
8072,J,X,,
8073,U,Q,R,T
8074,O,P,V,
8075,T,,,
8076,D,G,,
8077,W,S,R,T
8078,K,J,X,
8079,Q,R,T,
8080,Q,R,T,
8081,J,X,,
8082,R,T,,
8083,L,O,P,V
8084,T,,,
8085,M,O,P,V
8086,P,V,,
8087,L,O,P,V
8088,C,D,G,
8089,T,,,
8090,B,C,D,G
8091,F,D,G,
8092,L,O,P,V
8093,B,C,D,G
8094,M,O,P,V
8095,G,,,
8096,P,V,,
8097,J,X,,
8098,S,R,T,
8099,S,R,T,
8100,V,,,
8101,B,C,D,G
8102,I,J,X,
8103,O,P,V,
8104,N,O,P,V
8105,X,,,
8106,T,,,
8107,R,T,,
8108,P,V,,
8109,G,,,
8110,W,S,R,T
8111,L,O,P,V
8112,D,G,,
8113,K,J,X,
8114,N,O,P,V
8115,L,O,P,V
8116,G,,,
8117,E,F,D,G
8118,P,V,,
8119,J,X,,
8120,J,X,,
8121,C,D,G,
8122,T,,,
8123,C,D,G,
8124,A,C,D,G
8125,U,Q,R,T
8126,E,F,D,G
8127,Q,R,T,
8128,O,P,V,
8129,M,O,P,V
8130,B,C,D,G
8131,E,F,D,G
8132,O,P,V,
8133,E,F,D,G
8134,V,,,
8135,K,J,X,
8136,F,D,G,
8137,B,C,D,G
8138,A,C,D,G
8139,A,C,D,G
8140,W,S,R,T
8141,K,J,X,
8142,K,J,X,
8143,A,C,D,G
8144,Q,R,T,
8145,P,V,,
8146,P,V,,
8147,M,O,P,V
8148,Q,R,T,
8149,E,F,D,G
8150,K,J,X,
8151,S,R,T,
8152,U,Q,R,T
8153,B,C,D,G
8154,P,V,,
8155,O,P,V,
8156,G,,,
8157,W,S,R,T
8158,C,D,G,
8159,Q,R,T,
8160,C,D,G,
8161,M,O,P,V
8162,W,S,R,T
8163,X,,,
8164,K,J,X,
8165,X,,,
8166,Q,R,T,
8167,U,Q,R,T
8168,M,O,P,V
8169,I,J,X,
8170,Q,R,T,
8171,G,,,
8172,K,J,X,
8173,F,D,G,
8174,F,D,G,
8175,Q,R,T,
8176,I,J,X,
8177,T,,,
8178,J,X,,
8179,U,Q,R,T
8180,H,I,J,X
8181,Q,R,T,
8182,Q,R,T,
8183,M,O,P,V
8184,I,J,X,
8185,J,X,,
8186,W,S,R,T
8187,P,V,,
8188,G,,,
8189,D,G,,
8190,X,,,
8191,T,,,
8192,X,,,
8193,F,D,G,
8194,I,J,X,
8195,M,O,P,V
8196,R,T,,
8197,L,O,P,V
8198,O,P,V,
8199,F,D,G,
8200,B,C,D,G
8201,O,P,V,
8202,B,C,D,G
8203,V,,,
8204,U,Q,R,T
8205,V,,,
8206,W,S,R,T
8207,A,C,D,G
8208,J,X,,
8209,F,D,G,
8210,T,,,
8211,N,O,P,V
8212,Q,R,T,
8213,O,P,V,
8214,P,V,,
8215,V,,,
8216,V,,,
8217,R,T,,
8218,I,J,X,
8219,D,G,,
8220,S,R,T,
8221,L,O,P,V
8222,N,O,P,V
8223,K,J,X,
8224,M,O,P,V
8225,T,,,
8226,B,C,D,G
8227,M,O,P,V
8228,N,O,P,V
8229,M,O,P,V
8230,C,D,G,
8231,N,O,P,V
8232,H,I,J,X
8233,Q,R,T,
8234,X,,,
8235,P,V,,
8236,A,C,D,G
8237,C,D,G,
8238,F,D,G,
8239,Q,R,T,
8240,S,R,T,
8241,V,,,
8242,P,V,,
8243,O,P,V,
8244,F,D,G,
8245,E,F,D,G
8246,H,I,J,X
8247,E,F,D,G
8248,D,G,,
8249,C,D,G,
8250,B,C,D,G
8251,P,V,,
8252,D,G,,
8253,A,C,D,G
8254,J,X,,
8255,W,S,R,T
8256,D,G,,
8257,H,I,J,X
8258,Q,R,T,
8259,S,R,T,
8260,U,Q,R,T
8261,V,,,
8262,H,I,J,X
8263,D,G,,
8264,A,C,D,G
8265,T,,,
8266,I,J,X,
8267,A,C,D,G
8268,K,J,X,
8269,L,O,P,V
8270,S,R,T,
8271,C,D,G,
8272,Q,R,T,
8273,Q,R,T,
8274,Q,R,T,
8275,Q,R,T,
8276,H,I,J,X
8277,K,J,X,
8278,E,F,D,G
8279,X,,,
8280,B,C,D,G
8281,P,V,,
8282,N,O,P,V
8283,O,P,V,
8284,D,G,,
8285,H,I,J,X
8286,A,C,D,G
8287,U,Q,R,T
8288,E,F,D,G
8289,F,D,G,
8290,U,Q,R,T
8291,H,I,J,X
8292,W,S,R,T
8293,C,D,G,
8294,F,D,G,
8295,X,,,
8296,J,X,,
8297,R,T,,
8298,R,T,,
8299,G,,,
8300,I,J,X,
8301,G,,,
8302,U,Q,R,T
8303,P,V,,
8304,Q,R,T,
8305,R,T,,
8306,G,,,
8307,E,F,D,G
8308,P,V,,
8309,E,F,D,G
8310,L,O,P,V
8311,S,R,T,
8312,N,O,P,V
8313,G,,,
8314,F,D,G,
8315,P,V,,
8316,J,X,,
8317,S,R,T,
8318,G,,,
8319,A,C,D,G
8320,M,O,P,V
8321,H,I,J,X
8322,J,X,,
8323,U,Q,R,T
8324,M,O,P,V
8325,M,O,P,V
8326,E,F,D,G
8327,P,V,,
8328,W,S,R,T
8329,L,O,P,V
8330,C,D,G,
8331,B,C,D,G
8332,D,G,,
8333,X,,,
8334,S,R,T,
8335,S,R,T,
8336,N,O,P,V
8337,Q,R,T,
8338,E,F,D,G
8339,L,O,P,V
8340,D,G,,
8341,V,,,
8342,N,O,P,V
8343,B,C,D,G
8344,V,,,
8345,O,P,V,
8346,J,X,,
8347,B,C,D,G
8348,V,,,
8349,E,F,D,G
8350,U,Q,R,T
8351,L,O,P,V
8352,J,X,,
8353,F,D,G,
8354,M,O,P,V
8355,E,F,D,G
8356,V,,,
8357,C,D,G,
8358,C,D,G,
8359,A,C,D,G
8360,A,C,D,G
8361,U,Q,R,T
8362,F,D,G,
8363,V,,,
8364,V,,,
8365,S,R,T,
8366,N,O,P,V
8367,D,G,,
8368,O,P,V,
8369,Q,R,T,
8370,J,X,,
8371,M,O,P,V
8372,Q,R,T,
8373,E,F,D,G
8374,M,O,P,V
8375,X,,,
8376,U,Q,R,T
8377,N,O,P,V
8378,C,D,G,
8379,X,,,
8380,F,D,G,
8381,E,F,D,G
8382,R,T,,
8383,G,,,
8384,N,O,P,V
8385,G,,,
8386,O,P,V,
8387,R,T,,
8388,J,X,,
8389,E,F,D,G
8390,K,J,X,
8391,H,I,J,X
8392,N,O,P,V
8393,O,P,V,
8394,H,I,J,X
8395,X,,,
8396,T,,,
8397,I,J,X,
8398,P,V,,
8399,S,R,T,
8400,J,X,,
8401,E,F,D,G
8402,I,J,X,
8403,B,C,D,G
8404,D,G,,
8405,G,,,
8406,E,F,D,G
8407,J,X,,
8408,B,C,D,G
8409,M,O,P,V
8410,A,C,D,G
8411,W,S,R,T
8412,Q,R,T,
8413,T,,,
8414,Q,R,T,
8415,N,O,P,V
8416,B,C,D,G
8417,R,T,,
8418,P,V,,
8419,X,,,
8420,O,P,V,
8421,U,Q,R,T
8422,I,J,X,
8423,M,O,P,V
8424,U,Q,R,T
8425,P,V,,
8426,R,T,,
8427,D,G,,
8428,C,D,G,
8429,J,X,,
8430,D,G,,
8431,X,,,
8432,J,X,,
8433,J,X,,
8434,G,,,
8435,G,,,
8436,M,O,P,V
8437,K,J,X,
8438,R,T,,
8439,S,R,T,
8440,J,X,,
8441,K,J,X,
8442,C,D,G,
8443,G,,,
8444,E,F,D,G
8445,C,D,G,
8446,X,,,
8447,S,R,T,
8448,J,X,,
8449,F,D,G,
8450,V,,,
8451,F,D,G,
8452,U,Q,R,T
8453,X,,,
8454,U,Q,R,T
8455,N,O,P,V
8456,U,Q,R,T
8457,T,,,
8458,W,S,R,T
8459,C,D,G,
8460,L,O,P,V
8461,J,X,,
8462,J,X,,
8463,R,T,,
8464,I,J,X,
8465,Q,R,T,
8466,H,I,J,X
8467,I,J,X,
8468,U,Q,R,T
8469,W,S,R,T
8470,J,X,,
8471,N,O,P,V
8472,V,,,
8473,W,S,R,T
8474,C,D,G,
8475,N,O,P,V
8476,W,S,R,T
8477,A,C,D,G
8478,H,I,J,X
8479,M,O,P,V
8480,T,,,
8481,H,I,J,X
8482,F,D,G,
8483,N,O,P,V
8484,J,X,,
8485,A,C,D,G
8486,J,X,,
8487,X,,,
8488,T,,,
8489,P,V,,
8490,R,T,,
8491,N,O,P,V
8492,J,X,,
8493,B,C,D,G
8494,M,O,P,V
8495,N,O,P,V
8496,G,,,
8497,Q,R,T,
8498,O,P,V,
8499,S,R,T,
8500,U,Q,R,T
8501,F,D,G,
8502,G,,,
8503,F,D,G,
8504,K,J,X,
8505,T,,,
8506,V,,,
8507,A,C,D,G
8508,F,D,G,
8509,K,J,X,
8510,I,J,X,
8511,J,X,,
8512,R,T,,
8513,K,J,X,
8514,D,G,,
8515,D,G,,
8516,Q,R,T,
8517,I,J,X,
8518,J,X,,
8519,I,J,X,
8520,S,R,T,
8521,C,D,G,
8522,Q,R,T,
8523,M,O,P,V
