,code1,code2,code3,code4
7119,Q,R,T,
7120,B,C,D,G
7121,E,F,D,G
7122,Q,R,T,
7123,P,V,,
7124,C,D,G,
7125,O,P,V,
7126,U,Q,R,T
7127,W,S,R,T
7128,G,,,
7129,I,J,X,
7130,X,,,
7131,C,D,G,
7132,N,O,P,V
7133,C,D,G,
7134,R,T,,
7135,M,O,P,V
7136,P,V,,
7137,O,P,V,
7138,T,,,
7139,B,C,D,G
7140,G,,,
7141,T,,,
7142,G,,,
7143,E,F,D,G
7144,A,C,D,G
7145,L,O,P,V
7146,H,I,J,X
7147,U,Q,R,T
7148,X,,,
7149,E,F,D,G
7150,X,,,
7151,U,Q,R,T
7152,P,V,,
7153,P,V,,
7154,Q,R,T,
7155,R,T,,
7156,E,F,D,G
7157,A,C,D,G
7158,T,,,
7159,T,,,
7160,H,I,J,X
7161,V,,,
7162,I,J,X,
7163,S,R,T,
7164,T,,,
7165,L,O,P,V
7166,C,D,G,
7167,Q,R,T,
7168,I,J,X,
7169,A,C,D,G
7170,N,O,P,V
7171,V,,,
7172,M,O,P,V
7173,U,Q,R,T
7174,H,I,J,X
7175,S,R,T,
7176,X,,,
7177,A,C,D,G
7178,V,,,
7179,E,F,D,G
7180,T,,,
7181,A,C,D,G
7182,K,J,X,
7183,H,I,J,X
7184,A,C,D,G
7185,F,D,G,
7186,A,C,D,G
7187,H,I,J,X
7188,E,F,D,G
7189,E,F,D,G
7190,W,S,R,T
7191,X,,,
7192,F,D,G,
7193,S,R,T,
7194,W,S,R,T
7195,X,,,
7196,J,X,,
7197,W,S,R,T
7198,P,V,,
7199,L,O,P,V
7200,F,D,G,
7201,X,,,
7202,H,I,J,X
7203,R,T,,
7204,H,I,J,X
7205,L,O,P,V
7206,C,D,G,
7207,V,,,
7208,P,V,,
7209,S,R,T,
7210,G,,,
7211,F,D,G,
7212,R,T,,
7213,Q,R,T,
7214,K,J,X,
7215,S,R,T,
7216,V,,,
7217,H,I,J,X
7218,A,C,D,G
7219,V,,,
7220,I,J,X,
7221,X,,,
7222,P,V,,
7223,R,T,,
7224,V,,,
7225,L,O,P,V
7226,I,J,X,
7227,O,P,V,
7228,B,C,D,G
7229,J,X,,
7230,I,J,X,
7231,P,V,,
7232,V,,,
7233,N,O,P,V
7234,G,,,
7235,J,X,,
7236,U,Q,R,T
7237,X,,,
7238,A,C,D,G
7239,L,O,P,V
7240,I,J,X,
7241,V,,,
7242,Q,R,T,
7243,J,X,,
7244,T,,,
7245,C,D,G,
7246,B,C,D,G
7247,S,R,T,
7248,X,,,
7249,K,J,X,
7250,I,J,X,
7251,P,V,,
7252,L,O,P,V
7253,X,,,
7254,C,D,G,
7255,R,T,,
7256,U,Q,R,T
7257,M,O,P,V
7258,S,R,T,
7259,R,T,,
7260,G,,,
7261,U,Q,R,T
7262,N,O,P,V
7263,O,P,V,
7264,T,,,
7265,T,,,
7266,Q,R,T,
7267,B,C,D,G
7268,U,Q,R,T
7269,G,,,
7270,O,P,V,
7271,S,R,T,
7272,K,J,X,
7273,V,,,
7274,U,Q,R,T
7275,F,D,G,
7276,C,D,G,
7277,E,F,D,G
7278,S,R,T,
7279,X,,,
7280,C,D,G,
7281,B,C,D,G
7282,M,O,P,V
7283,H,I,J,X
7284,P,V,,
7285,T,,,
7286,S,R,T,
7287,M,O,P,V
7288,V,,,
7289,B,C,D,G
7290,O,P,V,
7291,G,,,
7292,K,J,X,
7293,W,S,R,T
7294,T,,,
7295,G,,,
7296,D,G,,
7297,L,O,P,V
7298,D,G,,
7299,B,C,D,G
7300,V,,,
7301,R,T,,
7302,W,S,R,T
7303,A,C,D,G
7304,B,C,D,G
7305,K,J,X,
7306,V,,,
7307,M,O,P,V
7308,B,C,D,G
7309,X,,,
7310,H,I,J,X
7311,M,O,P,V
7312,Q,R,T,
7313,H,I,J,X
7314,F,D,G,
7315,N,O,P,V
7316,K,J,X,
7317,Q,R,T,
7318,U,Q,R,T
7319,O,P,V,
7320,U,Q,R,T
7321,V,,,
7322,J,X,,
7323,F,D,G,
7324,R,T,,
7325,R,T,,
7326,F,D,G,
7327,M,O,P,V
7328,U,Q,R,T
7329,T,,,
7330,S,R,T,
7331,N,O,P,V
7332,U,Q,R,T
7333,U,Q,R,T
7334,B,C,D,G
7335,S,R,T,
7336,L,O,P,V
7337,D,G,,
7338,D,G,,
7339,S,R,T,
7340,K,J,X,
7341,S,R,T,
7342,J,X,,
7343,D,G,,
7344,G,,,
7345,K,J,X,
7346,O,P,V,
7347,U,Q,R,T
7348,F,D,G,
7349,H,I,J,X
7350,Q,R,T,
7351,P,V,,
7352,U,Q,R,T
7353,J,X,,
7354,W,S,R,T
7355,R,T,,
7356,I,J,X,
7357,T,,,
7358,S,R,T,
7359,S,R,T,
7360,U,Q,R,T
7361,N,O,P,V
7362,J,X,,
7363,C,D,G,
7364,L,O,P,V
7365,D,G,,
7366,E,F,D,G
7367,G,,,
7368,J,X,,
7369,M,O,P,V
7370,D,G,,
7371,G,,,
7372,D,G,,
7373,P,V,,
7374,G,,,
7375,W,S,R,T
7376,H,I,J,X
7377,O,P,V,
7378,S,R,T,
7379,Q,R,T,
7380,F,D,G,
7381,F,D,G,
7382,M,O,P,V
7383,L,O,P,V
7384,O,P,V,
7385,R,T,,
7386,S,R,T,
7387,I,J,X,
7388,Q,R,T,
7389,L,O,P,V
7390,H,I,J,X
7391,V,,,
7392,N,O,P,V
7393,H,I,J,X
7394,X,,,
7395,R,T,,
7396,X,,,
7397,P,V,,
7398,B,C,D,G
7399,P,V,,
7400,T,,,
7401,A,C,D,G
7402,D,G,,
7403,M,O,P,V
7404,J,X,,
7405,N,O,P,V
7406,B,C,D,G
7407,G,,,
7408,W,S,R,T
7409,B,C,D,G
7410,J,X,,
7411,J,X,,
7412,G,,,
7413,S,R,T,
7414,P,V,,
7415,R,T,,
7416,L,O,P,V
7417,C,D,G,
7418,A,C,D,G
7419,B,C,D,G
7420,M,O,P,V
7421,E,F,D,G
7422,F,D,G,
7423,R,T,,
7424,E,F,D,G
7425,N,O,P,V
7426,C,D,G,
7427,U,Q,R,T
7428,W,S,R,T
7429,L,O,P,V
7430,A,C,D,G
7431,C,D,G,
7432,R,T,,
7433,E,F,D,G
7434,J,X,,
7435,J,X,,
7436,I,J,X,
7437,F,D,G,
7438,P,V,,
7439,Q,R,T,
7440,R,T,,
7441,V,,,
7442,U,Q,R,T
7443,J,X,,
7444,R,T,,
7445,B,C,D,G
7446,P,V,,
7447,O,P,V,
7448,Q,R,T,
7449,X,,,
7450,C,D,G,
7451,J,X,,
7452,W,S,R,T
7453,U,Q,R,T
7454,J,X,,
7455,C,D,G,
7456,Q,R,T,
7457,D,G,,
7458,H,I,J,X
7459,D,G,,
7460,S,R,T,
7461,C,D,G,
7462,E,F,D,G
7463,U,Q,R,T
7464,D,G,,
7465,O,P,V,
7466,K,J,X,
7467,O,P,V,
7468,L,O,P,V
7469,A,C,D,G
7470,D,G,,
7471,E,F,D,G
7472,X,,,
7473,O,P,V,
7474,V,,,
7475,P,V,,
7476,V,,,
7477,N,O,P,V
7478,Q,R,T,
7479,L,O,P,V
7480,P,V,,
7481,D,G,,
7482,Q,R,T,
7483,U,Q,R,T
7484,O,P,V,
7485,E,F,D,G
7486,Q,R,T,
7487,O,P,V,
7488,A,C,D,G
7489,V,,,
7490,S,R,T,
7491,D,G,,
7492,Q,R,T,
7493,W,S,R,T
7494,A,C,D,G
7495,A,C,D,G
7496,Q,R,T,
7497,U,Q,R,T
7498,P,V,,
7499,C,D,G,
7500,O,P,V,
7501,D,G,,
7502,P,V,,
7503,N,O,P,V
7504,M,O,P,V
7505,T,,,
7506,J,X,,
7507,D,G,,
7508,E,F,D,G
7509,V,,,
7510,G,,,
7511,S,R,T,
7512,W,S,R,T
7513,G,,,
7514,P,V,,
7515,T,,,
7516,J,X,,
7517,D,G,,
7518,U,Q,R,T
7519,K,J,X,
7520,J,X,,
7521,W,S,R,T
7522,V,,,
7523,V,,,
7524,R,T,,
7525,N,O,P,V
7526,R,T,,
7527,B,C,D,G
7528,P,V,,
7529,I,J,X,
7530,L,O,P,V
7531,D,G,,
7532,K,J,X,
7533,T,,,
7534,I,J,X,
7535,L,O,P,V
7536,D,G,,
7537,S,R,T,
7538,E,F,D,G
7539,W,S,R,T
7540,I,J,X,
7541,P,V,,
7542,M,O,P,V
7543,N,O,P,V
7544,A,C,D,G
7545,D,G,,
7546,S,R,T,
7547,F,D,G,
7548,W,S,R,T
7549,O,P,V,
7550,D,G,,
7551,R,T,,
7552,I,J,X,
7553,N,O,P,V
7554,S,R,T,
7555,K,J,X,
7556,I,J,X,
7557,P,V,,
7558,E,F,D,G
7559,D,G,,
7560,L,O,P,V
7561,U,Q,R,T
7562,I,J,X,
7563,K,J,X,
7564,J,X,,
7565,S,R,T,
7566,M,O,P,V
7567,F,D,G,
7568,O,P,V,
7569,L,O,P,V
7570,M,O,P,V
7571,B,C,D,G
7572,O,P,V,
7573,U,Q,R,T
7574,O,P,V,
7575,Q,R,T,
7576,J,X,,
7577,R,T,,
7578,B,C,D,G
7579,Q,R,T,
7580,J,X,,
7581,W,S,R,T
7582,W,S,R,T
7583,R,T,,
7584,E,F,D,G
7585,J,X,,
7586,L,O,P,V
7587,N,O,P,V
7588,D,G,,
7589,S,R,T,
7590,S,R,T,
7591,W,S,R,T
7592,E,F,D,G
7593,U,Q,R,T
7594,Q,R,T,
7595,B,C,D,G
7596,C,D,G,
7597,M,O,P,V
7598,L,O,P,V
7599,F,D,G,
7600,V,,,
7601,V,,,
7602,M,O,P,V
7603,R,T,,
7604,S,R,T,
7605,P,V,,
7606,J,X,,
7607,B,C,D,G
7608,T,,,
7609,F,D,G,
7610,P,V,,
7611,G,,,
7612,V,,,
7613,D,G,,
7614,M,O,P,V
7615,J,X,,
7616,G,,,
7617,Q,R,T,
7618,I,J,X,
7619,W,S,R,T
7620,N,O,P,V
7621,G,,,
7622,U,Q,R,T
7623,K,J,X,
7624,K,J,X,
7625,X,,,
7626,N,O,P,V
7627,X,,,
7628,N,O,P,V
7629,U,Q,R,T
7630,Q,R,T,
7631,C,D,G,
7632,A,C,D,G
7633,F,D,G,
7634,J,X,,
7635,S,R,T,
7636,W,S,R,T
7637,R,T,,
7638,A,C,D,G
7639,R,T,,
7640,S,R,T,
7641,P,V,,
7642,O,P,V,
7643,K,J,X,
7644,S,R,T,
7645,O,P,V,
7646,P,V,,
7647,S,R,T,
7648,N,O,P,V
7649,O,P,V,
7650,T,,,
7651,Q,R,T,
7652,V,,,
7653,F,D,G,
7654,Q,R,T,
7655,V,,,
7656,L,O,P,V
7657,V,,,
7658,M,O,P,V
7659,G,,,
7660,D,G,,
7661,N,O,P,V
7662,C,D,G,
7663,I,J,X,
7664,M,O,P,V
7665,L,O,P,V
7666,X,,,
7667,O,P,V,
7668,F,D,G,
7669,X,,,
7670,O,P,V,
7671,N,O,P,V
7672,R,T,,
7673,F,D,G,
7674,O,P,V,
7675,N,O,P,V
7676,M,O,P,V
7677,P,V,,
7678,P,V,,
7679,B,C,D,G
7680,R,T,,
7681,P,V,,
7682,U,Q,R,T
7683,M,O,P,V
7684,R,T,,
7685,Q,R,T,
7686,G,,,
7687,X,,,
7688,L,O,P,V
7689,J,X,,
7690,B,C,D,G
7691,H,I,J,X
7692,T,,,
7693,Q,R,T,
7694,Q,R,T,
7695,X,,,
7696,M,O,P,V
7697,E,F,D,G
7698,T,,,
7699,R,T,,
7700,E,F,D,G
7701,F,D,G,
7702,O,P,V,
7703,B,C,D,G
7704,V,,,
7705,V,,,
7706,H,I,J,X
7707,E,F,D,G
7708,M,O,P,V
7709,T,,,
7710,K,J,X,
7711,H,I,J,X
7712,H,I,J,X
7713,U,Q,R,T
7714,I,J,X,
7715,D,G,,
7716,W,S,R,T
7717,B,C,D,G
7718,H,I,J,X
7719,M,O,P,V
7720,C,D,G,
7721,M,O,P,V
7722,N,O,P,V
7723,G,,,
7724,D,G,,
7725,L,O,P,V
7726,T,,,
7727,B,C,D,G
7728,T,,,
7729,B,C,D,G
7730,Q,R,T,
7731,I,J,X,
7732,R,T,,
7733,C,D,G,
7734,E,F,D,G
7735,P,V,,
7736,R,T,,
7737,R,T,,
7738,Q,R,T,
7739,G,,,
7740,Q,R,T,
7741,S,R,T,
7742,F,D,G,
7743,S,R,T,
7744,B,C,D,G
7745,V,,,
7746,J,X,,
7747,L,O,P,V
7748,N,O,P,V
7749,J,X,,
7750,O,P,V,
7751,X,,,
7752,L,O,P,V
7753,Q,R,T,
7754,H,I,J,X
7755,J,X,,
7756,X,,,
7757,P,V,,
7758,F,D,G,
7759,H,I,J,X
7760,H,I,J,X
7761,E,F,D,G
7762,W,S,R,T
7763,M,O,P,V
7764,L,O,P,V
7765,M,O,P,V
7766,B,C,D,G
7767,E,F,D,G
7768,R,T,,
7769,I,J,X,
7770,J,X,,
7771,C,D,G,
7772,K,J,X,
7773,X,,,
7774,J,X,,
7775,N,O,P,V
7776,W,S,R,T
7777,I,J,X,
7778,P,V,,
7779,X,,,
7780,C,D,G,
7781,S,R,T,
7782,M,O,P,V
7783,G,,,
7784,Q,R,T,
7785,M,O,P,V
7786,K,J,X,
7787,P,V,,
7788,S,R,T,
7789,H,I,J,X
7790,S,R,T,
7791,O,P,V,
7792,K,J,X,
7793,T,,,
7794,K,J,X,
7795,N,O,P,V
7796,V,,,
7797,E,F,D,G
7798,K,J,X,
7799,V,,,
7800,P,V,,
7801,O,P,V,
7802,B,C,D,G
7803,V,,,
7804,R,T,,
7805,F,D,G,
7806,Q,R,T,
7807,A,C,D,G
7808,G,,,
7809,A,C,D,G
7810,W,S,R,T
7811,F,D,G,
7812,F,D,G,
7813,R,T,,
7814,X,,,
7815,K,J,X,
7816,E,F,D,G
7817,F,D,G,
7818,I,J,X,
7819,M,O,P,V
7820,E,F,D,G
7821,E,F,D,G
7822,S,R,T,
7823,L,O,P,V
7824,Q,R,T,
7825,K,J,X,
7826,M,O,P,V
7827,B,C,D,G
7828,W,S,R,T
7829,L,O,P,V
7830,I,J,X,
7831,F,D,G,
7832,D,G,,
7833,R,T,,
7834,Q,R,T,
7835,W,S,R,T
7836,D,G,,
7837,F,D,G,
7838,E,F,D,G
7839,J,X,,
7840,Q,R,T,
7841,W,S,R,T
7842,K,J,X,
7843,N,O,P,V
7844,H,I,J,X
7845,G,,,
7846,I,J,X,
7847,Q,R,T,
7848,D,G,,
7849,J,X,,
7850,B,C,D,G
7851,L,O,P,V
7852,N,O,P,V
7853,N,O,P,V
7854,J,X,,
7855,H,I,J,X
7856,N,O,P,V
7857,P,V,,
7858,U,Q,R,T
7859,K,J,X,
7860,T,,,
7861,X,,,
7862,O,P,V,
7863,N,O,P,V
7864,I,J,X,
7865,F,D,G,
7866,N,O,P,V
7867,Q,R,T,
7868,D,G,,
7869,C,D,G,
7870,M,O,P,V
7871,N,O,P,V
7872,C,D,G,
7873,J,X,,
7874,O,P,V,
7875,A,C,D,G
7876,M,O,P,V
7877,W,S,R,T
7878,T,,,
7879,V,,,
7880,R,T,,
7881,M,O,P,V
7882,S,R,T,
7883,F,D,G,
7884,V,,,
7885,B,C,D,G
7886,U,Q,R,T
7887,J,X,,
7888,Q,R,T,
7889,R,T,,
7890,E,F,D,G
7891,M,O,P,V
7892,L,O,P,V
7893,R,T,,
7894,S,R,T,
7895,T,,,
7896,A,C,D,G
7897,K,J,X,
7898,R,T,,
7899,Q,R,T,
7900,J,X,,
7901,M,O,P,V
7902,L,O,P,V
7903,V,,,
7904,I,J,X,
7905,K,J,X,
7906,T,,,
7907,L,O,P,V
7908,I,J,X,
7909,G,,,
7910,B,C,D,G
7911,X,,,
7912,Q,R,T,
7913,Q,R,T,
7914,K,J,X,
7915,L,O,P,V
7916,C,D,G,
7917,Q,R,T,
7918,H,I,J,X
7919,J,X,,
7920,X,,,
7921,W,S,R,T
7922,I,J,X,
7923,K,J,X,
7924,O,P,V,
7925,L,O,P,V
7926,W,S,R,T
7927,M,O,P,V
7928,C,D,G,
7929,K,J,X,
7930,T,,,
7931,P,V,,
7932,R,T,,
7933,M,O,P,V
7934,I,J,X,
7935,B,C,D,G
7936,T,,,
7937,C,D,G,
7938,L,O,P,V
7939,Q,R,T,
7940,R,T,,
7941,N,O,P,V
7942,N,O,P,V
7943,O,P,V,
7944,O,P,V,
7945,G,,,
7946,R,T,,
7947,A,C,D,G
7948,N,O,P,V
7949,R,T,,
7950,I,J,X,
7951,K,J,X,
7952,V,,,
7953,G,,,
7954,K,J,X,
7955,J,X,,
7956,T,,,
7957,V,,,
7958,O,P,V,
7959,I,J,X,
7960,M,O,P,V
7961,Q,R,T,
7962,U,Q,R,T
7963,F,D,G,
7964,K,J,X,
7965,G,,,
7966,P,V,,
7967,X,,,
7968,H,I,J,X
7969,F,D,G,
7970,S,R,T,
7971,N,O,P,V
7972,T,,,
7973,Q,R,T,
7974,G,,,
7975,B,C,D,G
7976,P,V,,
7977,A,C,D,G
7978,I,J,X,
7979,W,S,R,T
7980,K,J,X,
7981,Q,R,T,
7982,A,C,D,G
7983,O,P,V,
7984,U,Q,R,T
7985,W,S,R,T
7986,I,J,X,
7987,P,V,,
7988,V,,,
7989,S,R,T,
7990,Q,R,T,
7991,M,O,P,V
7992,S,R,T,
7993,H,I,J,X
7994,X,,,
7995,D,G,,
7996,S,R,T,
7997,J,X,,
7998,M,O,P,V
7999,H,I,J,X
8000,X,,,
8001,A,C,D,G
8002,P,V,,
8003,A,C,D,G
8004,N,O,P,V
8005,R,T,,
8006,Q,R,T,
8007,T,,,
8008,G,,,
8009,F,D,G,
8010,V,,,
8011,C,D,G,
8012,R,T,,
8013,B,C,D,G
8014,X,,,
8015,G,,,
8016,S,R,T,
8017,D,G,,
8018,P,V,,
8019,X,,,
8020,Q,R,T,
8021,E,F,D,G
8022,E,F,D,G
8023,V,,,
8024,C,D,G,
8025,C,D,G,
8026,Q,R,T,
8027,H,I,J,X
8028,W,S,R,T
8029,G,,,
8030,Q,R,T,
8031,G,,,
8032,L,O,P,V
8033,N,O,P,V
8034,Q,R,T,
8035,P,V,,
8036,E,F,D,G
8037,V,,,
8038,U,Q,R,T
8039,P,V,,
8040,G,,,
8041,T,,,
8042,G,,,
8043,D,G,,
8044,G,,,
8045,M,O,P,V
8046,R,T,,
8047,H,I,J,X
8048,F,D,G,
8049,K,J,X,
8050,G,,,
8051,P,V,,
8052,P,V,,
8053,S,R,T,
8054,R,T,,
8055,W,S,R,T
8056,E,F,D,G
8057,P,V,,
8058,W,S,R,T
8059,X,,,
8060,B,C,D,G
8061,Q,R,T,
8062,C,D,G,
8063,S,R,T,
8064,E,F,D,G
8065,H,I,J,X
8066,X,,,
8067,G,,,
8068,B,C,D,G
8069,L,O,P,V
8070,H,I,J,X
8071,E,F,D,G
8072,R,T,,
8073,A,C,D,G
8074,Q,R,T,
8075,N,O,P,V
8076,X,,,
8077,O,P,V,
8078,R,T,,
8079,T,,,
8080,R,T,,
8081,L,O,P,V
8082,R,T,,
8083,T,,,
8084,I,J,X,
8085,H,I,J,X
8086,U,Q,R,T
8087,B,C,D,G
8088,W,S,R,T
8089,B,C,D,G
8090,J,X,,
8091,L,O,P,V
8092,D,G,,
8093,X,,,
8094,T,,,
8095,G,,,
8096,X,,,
8097,K,J,X,
8098,Q,R,T,
8099,K,J,X,
8100,F,D,G,
8101,O,P,V,
8102,T,,,
8103,E,F,D,G
8104,E,F,D,G
8105,K,J,X,
8106,U,Q,R,T
8107,T,,,
8108,K,J,X,
8109,I,J,X,
8110,F,D,G,
8111,M,O,P,V
8112,J,X,,
8113,U,Q,R,T
8114,P,V,,
8115,V,,,
8116,W,S,R,T
8117,F,D,G,
8118,H,I,J,X
8119,G,,,
8120,X,,,
8121,D,G,,
8122,S,R,T,
8123,N,O,P,V
8124,U,Q,R,T
8125,E,F,D,G
8126,L,O,P,V
8127,J,X,,
8128,P,V,,
8129,V,,,
8130,K,J,X,
8131,N,O,P,V
8132,A,C,D,G
8133,F,D,G,
8134,U,Q,R,T
8135,Q,R,T,
8136,E,F,D,G
8137,N,O,P,V
8138,W,S,R,T
8139,I,J,X,
8140,S,R,T,
8141,M,O,P,V
8142,V,,,
8143,P,V,,
8144,Q,R,T,
8145,F,D,G,
8146,Q,R,T,
8147,I,J,X,
8148,L,O,P,V
8149,E,F,D,G
8150,I,J,X,
8151,B,C,D,G
8152,W,S,R,T
8153,C,D,G,
8154,C,D,G,
8155,I,J,X,
8156,P,V,,
8157,Q,R,T,
8158,N,O,P,V
8159,X,,,
8160,L,O,P,V
8161,S,R,T,
8162,P,V,,
8163,O,P,V,
8164,B,C,D,G
8165,I,J,X,
8166,D,G,,
8167,E,F,D,G
8168,C,D,G,
8169,P,V,,
8170,P,V,,
8171,Q,R,T,
8172,B,C,D,G
8173,D,G,,
8174,Q,R,T,
8175,M,O,P,V
8176,R,T,,
8177,J,X,,
8178,K,J,X,
8179,K,J,X,
8180,C,D,G,
8181,H,I,J,X
8182,T,,,
8183,F,D,G,
8184,A,C,D,G
8185,C,D,G,
8186,S,R,T,
8187,Q,R,T,
8188,D,G,,
8189,B,C,D,G
8190,K,J,X,
8191,A,C,D,G
8192,D,G,,
8193,C,D,G,
8194,I,J,X,
8195,N,O,P,V
8196,M,O,P,V
8197,U,Q,R,T
8198,R,T,,
8199,X,,,
8200,F,D,G,
8201,N,O,P,V
8202,I,J,X,
8203,S,R,T,
8204,O,P,V,
8205,C,D,G,
8206,Q,R,T,
8207,N,O,P,V
8208,D,G,,
8209,O,P,V,
8210,G,,,
8211,U,Q,R,T
8212,M,O,P,V
8213,F,D,G,
8214,D,G,,
8215,V,,,
8216,N,O,P,V
8217,H,I,J,X
8218,S,R,T,
8219,U,Q,R,T
8220,O,P,V,
8221,N,O,P,V
8222,H,I,J,X
8223,G,,,
8224,B,C,D,G
8225,S,R,T,
8226,B,C,D,G
8227,E,F,D,G
8228,N,O,P,V
8229,W,S,R,T
8230,Q,R,T,
8231,E,F,D,G
8232,N,O,P,V
8233,P,V,,
8234,B,C,D,G
8235,R,T,,
8236,K,J,X,
8237,K,J,X,
8238,L,O,P,V
8239,E,F,D,G
8240,K,J,X,
8241,T,,,
8242,X,,,
8243,B,C,D,G
8244,C,D,G,
8245,G,,,
8246,D,G,,
8247,W,S,R,T
8248,Q,R,T,
8249,I,J,X,
8250,N,O,P,V
8251,T,,,
8252,C,D,G,
8253,N,O,P,V
8254,X,,,
8255,C,D,G,
8256,G,,,
8257,R,T,,
8258,M,O,P,V
8259,G,,,
8260,A,C,D,G
8261,F,D,G,
8262,A,C,D,G
8263,G,,,
8264,S,R,T,
8265,P,V,,
8266,F,D,G,
8267,K,J,X,
8268,D,G,,
8269,T,,,
8270,A,C,D,G
8271,L,O,P,V
8272,E,F,D,G
8273,V,,,
8274,O,P,V,
8275,Q,R,T,
8276,W,S,R,T
8277,I,J,X,
8278,R,T,,
8279,I,J,X,
8280,E,F,D,G
8281,W,S,R,T
8282,F,D,G,
8283,K,J,X,
8284,H,I,J,X
8285,P,V,,
8286,J,X,,
8287,M,O,P,V
8288,V,,,
8289,X,,,
8290,V,,,
8291,C,D,G,
8292,S,R,T,
8293,W,S,R,T
8294,F,D,G,
8295,Q,R,T,
8296,L,O,P,V
8297,R,T,,
8298,O,P,V,
8299,O,P,V,
8300,L,O,P,V
8301,F,D,G,
8302,S,R,T,
8303,W,S,R,T
8304,M,O,P,V
8305,V,,,
8306,K,J,X,
8307,N,O,P,V
8308,X,,,
8309,P,V,,
8310,N,O,P,V
8311,C,D,G,
8312,D,G,,
8313,X,,,
8314,L,O,P,V
8315,C,D,G,
8316,D,G,,
8317,H,I,J,X
8318,N,O,P,V
8319,U,Q,R,T
8320,G,,,
8321,B,C,D,G
8322,B,C,D,G
8323,W,S,R,T
8324,F,D,G,
8325,P,V,,
8326,F,D,G,
8327,R,T,,
8328,H,I,J,X
8329,Q,R,T,
8330,S,R,T,
8331,H,I,J,X
8332,R,T,,
8333,J,X,,
8334,N,O,P,V
8335,O,P,V,
8336,R,T,,
8337,S,R,T,
8338,C,D,G,
8339,U,Q,R,T
8340,J,X,,
8341,C,D,G,
8342,I,J,X,
8343,D,G,,
8344,K,J,X,
8345,A,C,D,G
8346,Q,R,T,
8347,N,O,P,V
8348,P,V,,
8349,C,D,G,
8350,G,,,
8351,A,C,D,G
8352,E,F,D,G
8353,A,C,D,G
8354,M,O,P,V
8355,E,F,D,G
8356,Q,R,T,
8357,W,S,R,T
8358,U,Q,R,T
8359,U,Q,R,T
8360,S,R,T,
8361,C,D,G,
8362,O,P,V,
8363,B,C,D,G
8364,T,,,
8365,E,F,D,G
8366,E,F,D,G
8367,V,,,
8368,L,O,P,V
8369,G,,,
8370,K,J,X,
8371,V,,,
8372,P,V,,
8373,K,J,X,
8374,T,,,
8375,G,,,
8376,A,C,D,G
8377,E,F,D,G
8378,E,F,D,G
8379,P,V,,
8380,C,D,G,
8381,A,C,D,G
8382,A,C,D,G
8383,V,,,
8384,F,D,G,
8385,P,V,,
8386,T,,,
8387,L,O,P,V
8388,J,X,,
8389,J,X,,
8390,H,I,J,X
8391,W,S,R,T
8392,C,D,G,
8393,B,C,D,G
8394,P,V,,
8395,J,X,,
8396,A,C,D,G
8397,E,F,D,G
8398,H,I,J,X
8399,T,,,
8400,P,V,,
8401,P,V,,
8402,U,Q,R,T
8403,U,Q,R,T
8404,J,X,,
8405,U,Q,R,T
8406,M,O,P,V
8407,N,O,P,V
8408,E,F,D,G
8409,Q,R,T,
8410,T,,,
8411,H,I,J,X
8412,S,R,T,
8413,O,P,V,
8414,E,F,D,G
8415,G,,,
8416,K,J,X,
8417,M,O,P,V
8418,G,,,
8419,O,P,V,
8420,P,V,,
8421,R,T,,
8422,S,R,T,
8423,S,R,T,
8424,I,J,X,
8425,B,C,D,G
8426,U,Q,R,T
8427,X,,,
8428,X,,,
8429,N,O,P,V
8430,V,,,
8431,H,I,J,X
8432,J,X,,
8433,U,Q,R,T
8434,S,R,T,
8435,L,O,P,V
8436,G,,,
8437,O,P,V,
8438,Q,R,T,
8439,L,O,P,V
8440,I,J,X,
8441,M,O,P,V
8442,X,,,
8443,N,O,P,V
8444,F,D,G,
8445,B,C,D,G
8446,V,,,
8447,J,X,,
8448,C,D,G,
8449,B,C,D,G
8450,W,S,R,T
8451,W,S,R,T
8452,K,J,X,
8453,O,P,V,
8454,K,J,X,
8455,V,,,
8456,X,,,
8457,I,J,X,
8458,K,J,X,
8459,J,X,,
8460,I,J,X,
8461,E,F,D,G
8462,E,F,D,G
8463,B,C,D,G
8464,F,D,G,
8465,G,,,
8466,B,C,D,G
8467,B,C,D,G
8468,L,O,P,V
8469,L,O,P,V
8470,L,O,P,V
8471,B,C,D,G
8472,T,,,
8473,A,C,D,G
8474,J,X,,
8475,L,O,P,V
8476,T,,,
8477,E,F,D,G
8478,E,F,D,G
8479,B,C,D,G
8480,N,O,P,V
8481,C,D,G,
8482,T,,,
8483,X,,,
8484,P,V,,
8485,S,R,T,
8486,H,I,J,X
8487,D,G,,
8488,G,,,
8489,A,C,D,G
8490,T,,,
8491,V,,,
8492,C,D,G,
8493,D,G,,
8494,C,D,G,
8495,V,,,
8496,U,Q,R,T
8497,D,G,,
8498,L,O,P,V
8499,K,J,X,
8500,C,D,G,
8501,B,C,D,G
8502,C,D,G,
8503,H,I,J,X
8504,U,Q,R,T
8505,L,O,P,V
8506,A,C,D,G
8507,O,P,V,
8508,T,,,
8509,B,C,D,G
8510,K,J,X,
8511,I,J,X,
8512,T,,,
8513,R,T,,
8514,T,,,
8515,H,I,J,X
8516,T,,,
8517,O,P,V,
8518,Q,R,T,
8519,U,Q,R,T
8520,P,V,,
8521,F,D,G,
8522,U,Q,R,T
